Date,Category,Geography,Customer_Type,Sales,Revenue,Order_ID,Customer,Total_Amount,Status,Visits,Orders,Stage,Count,Traffic_Source,Session_Duration,Bounce_Rate,Pages_Per_Session,Product_Name
2023-04-04,Electronics,Asia,Returning,397.35,949.09,3865,Customer_262,511.01,Pending,190,26,Purchase,96,Organic Search,7.61,0.4,5.5,Product_33
2023-01-31,Electronics,Europe,New,464.0,60.83,4028,Customer_444,600.68,Cancelled,228,35,Purchase,37,Referral,2.4,0.12,3.42,Product_96
2023-04-19,Clothing,Asia,Returning,88.64,532.92,6054,Customer_601,537.67,Cancelled,271,15,Purchase,95,Referral,5.32,0.11,8.94,Product_43
2023-04-19,Toys,Asia,New,227.73,578.02,3847,Customer_786,641.41,Cancelled,128,19,Purchase,4,Social Media,8.11,0.57,2.52,Product_9
2023-04-29,Home & Kitchen,South America,Returning,99.46,771.05,2454,Customer_832,518.42,Cancelled,360,45,Visit,1,Organic Search,4.87,0.37,4.42,Product_64
2023-01-26,Clothing,Australia,New,987.9,491.1,2955,Customer_68,503.03,Cancelled,347,18,Purchase,25,Paid Ads,4.91,0.7,6.91,Product_86
2023-03-13,Clothing,North America,New,51.89,103.06,1608,Customer_612,770.11,Completed,278,1,Visit,86,Social Media,8.09,0.99,8.22,Product_9
2023-01-13,Books,North America,New,418.38,353.27,5584,Customer_298,692.74,Cancelled,51,41,Purchase,3,Referral,7.41,0.09,3.8,Product_65
2023-02-02,Home & Kitchen,Australia,Returning,728.88,31.81,9678,Customer_136,553.02,Cancelled,178,50,Purchase,97,Social Media,8.25,0.13,4.91,Product_1
2023-05-27,Books,Australia,Returning,772.79,335.44,3538,Customer_722,304.57,Pending,465,7,Purchase,43,Direct,8.07,0.83,8.57,Product_97
2023-05-04,Home & Kitchen,Australia,New,348.82,889.7,4922,Customer_356,412.24,Pending,92,3,Visit,19,Direct,9.66,0.96,4.68,Product_2
2023-02-27,Clothing,Asia,New,899.94,528.13,8366,Customer_10,332.22,Completed,152,9,Add to Cart,84,Paid Ads,6.76,0.66,4.18,Product_98
2023-04-15,Books,South America,New,674.4,528.5,2976,Customer_697,203.04,Pending,59,1,Add to Cart,60,Paid Ads,7.5,0.91,1.09,Product_82
2023-04-16,Toys,North America,New,175.45,896.85,8782,Customer_858,590.14,Pending,208,11,Add to Cart,86,Referral,6.95,0.94,5.5,Product_83
2023-03-02,Clothing,North America,New,987.08,715.26,4487,Customer_303,454.76,Completed,68,35,Purchase,65,Direct,3.81,0.43,1.46,Product_47
2023-01-02,Electronics,Australia,Returning,822.81,662.17,5118,Customer_742,264.26,Completed,279,39,Visit,25,Referral,5.37,0.55,5.96,Product_78
2023-05-01,Toys,Asia,Returning,530.2,222.97,6098,Customer_331,514.41,Completed,50,11,Purchase,80,Organic Search,4.32,0.7,5.53,Product_45
2023-05-15,Books,Australia,Returning,483.02,443.59,4019,Customer_528,756.49,Pending,300,26,Purchase,59,Social Media,4.75,0.48,5.15,Product_95
2023-04-06,Electronics,Australia,Returning,585.79,807.33,6306,Customer_252,465.81,Pending,275,18,Visit,30,Direct,6.9,0.59,3.97,Product_1
2023-01-23,Books,North America,Returning,194.19,325.13,1713,Customer_551,413.42,Pending,380,40,Add to Cart,89,Referral,4.56,0.85,5.16,Product_30
2023-04-16,Home & Kitchen,Australia,New,131.35,665.38,9421,Customer_46,836.35,Pending,262,44,Add to Cart,94,Direct,8.02,0.99,2.81,Product_74
2023-04-30,Home & Kitchen,North America,New,371.61,173.28,1049,Customer_295,325.97,Pending,131,2,Purchase,42,Organic Search,3.17,0.43,4.34,Product_56
2023-01-24,Electronics,Asia,Returning,442.44,867.63,1412,Customer_413,927.43,Completed,62,38,Purchase,100,Social Media,7.18,0.3,9.05,Product_46
2023-01-04,Home & Kitchen,Europe,Returning,91.59,238.39,8506,Customer_302,936.78,Completed,398,31,Purchase,7,Paid Ads,3.67,0.15,6.15,Product_20
2023-02-14,Electronics,Asia,Returning,45.51,935.58,1328,Customer_667,31.71,Pending,473,45,Visit,63,Paid Ads,9.73,0.96,4.01,Product_1
2023-03-28,Home & Kitchen,North America,Returning,790.88,899.95,1784,Customer_892,356.57,Pending,108,1,Visit,81,Organic Search,7.8,0.06,3.48,Product_31
2023-02-09,Toys,Australia,Returning,652.74,857.98,7888,Customer_685,311.32,Completed,250,30,Add to Cart,67,Referral,7.63,0.64,6.34,Product_23
2023-02-23,Home & Kitchen,Europe,New,810.28,955.38,8413,Customer_211,654.86,Cancelled,193,32,Purchase,87,Paid Ads,7.93,0.2,1.08,Product_81
2023-04-14,Clothing,Asia,New,801.44,624.72,6719,Customer_733,675.11,Pending,443,19,Purchase,34,Direct,2.73,0.02,4.49,Product_14
2023-01-08,Toys,Asia,New,240.64,986.31,4128,Customer_677,965.68,Cancelled,178,18,Purchase,74,Paid Ads,1.95,0.06,2.63,Product_29
2023-05-17,Clothing,North America,New,613.86,394.95,8672,Customer_880,497.42,Pending,56,25,Visit,67,Direct,7.72,0.27,4.48,Product_39
2023-05-20,Clothing,South America,Returning,725.06,354.59,4679,Customer_949,854.3,Cancelled,495,36,Add to Cart,78,Direct,3.01,0.72,6.73,Product_84
2023-05-21,Home & Kitchen,Australia,New,423.71,718.12,6003,Customer_680,131.0,Completed,444,14,Add to Cart,80,Social Media,2.18,0.15,4.89,Product_24
2023-02-24,Electronics,South America,New,317.8,873.32,9048,Customer_136,753.55,Cancelled,343,39,Add to Cart,76,Paid Ads,6.53,0.77,3.79,Product_93
2023-05-19,Clothing,Australia,New,619.26,328.55,8502,Customer_862,606.05,Cancelled,81,16,Visit,97,Organic Search,1.22,0.07,4.89,Product_36
2023-05-15,Home & Kitchen,South America,New,843.52,986.87,6475,Customer_698,228.01,Cancelled,475,32,Add to Cart,22,Organic Search,4.17,0.5,6.56,Product_13
2023-04-19,Clothing,North America,New,137.88,89.33,6125,Customer_741,232.73,Completed,232,50,Purchase,72,Direct,6.27,0.56,4.29,Product_31
2023-03-18,Clothing,North America,Returning,318.97,526.0,6726,Customer_407,145.46,Cancelled,335,12,Purchase,80,Social Media,7.8,0.43,7.03,Product_24
2023-04-19,Books,Europe,New,851.03,765.13,1631,Customer_102,168.03,Cancelled,227,49,Add to Cart,61,Direct,3.4,0.68,8.71,Product_56
2023-05-09,Home & Kitchen,North America,Returning,919.73,139.23,1486,Customer_176,245.6,Completed,443,34,Purchase,2,Paid Ads,9.67,0.42,2.97,Product_69
2023-03-06,Home & Kitchen,Australia,Returning,171.71,555.43,7740,Customer_797,671.71,Cancelled,460,25,Visit,34,Referral,9.33,0.29,6.97,Product_10
2023-05-21,Clothing,Australia,Returning,655.46,835.58,7828,Customer_376,990.56,Completed,99,5,Add to Cart,49,Social Media,1.26,0.11,3.23,Product_99
2023-02-20,Clothing,South America,Returning,812.13,69.16,6094,Customer_783,432.23,Cancelled,77,7,Add to Cart,88,Direct,1.56,0.3,2.01,Product_56
2023-05-13,Toys,Australia,Returning,917.74,311.84,8376,Customer_305,580.79,Completed,438,37,Visit,40,Social Media,2.74,0.1,8.25,Product_96
2023-03-29,Toys,Asia,Returning,116.78,552.03,2855,Customer_2,22.71,Completed,459,47,Visit,94,Direct,6.84,0.34,2.0,Product_60
2023-04-27,Clothing,Australia,New,503.36,271.38,5206,Customer_14,240.12,Pending,456,40,Visit,30,Paid Ads,3.8,0.15,4.94,Product_80
2023-05-21,Home & Kitchen,Australia,Returning,677.51,612.24,6794,Customer_48,580.87,Pending,221,23,Visit,59,Social Media,9.52,0.94,6.48,Product_11
2023-05-23,Toys,South America,New,818.58,403.99,8129,Customer_728,73.56,Completed,189,10,Add to Cart,89,Organic Search,7.26,0.89,8.41,Product_63
2023-05-30,Books,Asia,New,205.61,780.19,5774,Customer_115,175.85,Cancelled,270,50,Purchase,61,Paid Ads,2.53,0.89,3.0,Product_33
2023-04-02,Clothing,Asia,New,115.41,971.34,9018,Customer_719,952.47,Pending,278,9,Visit,41,Social Media,7.91,0.66,2.74,Product_64
2023-03-02,Home & Kitchen,Asia,Returning,357.03,93.9,6729,Customer_866,990.18,Pending,160,37,Add to Cart,98,Referral,7.47,0.25,8.71,Product_41
2023-01-29,Electronics,North America,Returning,890.36,494.95,7863,Customer_546,882.6,Cancelled,382,29,Add to Cart,13,Referral,6.7,0.81,2.79,Product_86
2023-05-01,Home & Kitchen,Europe,Returning,882.9,561.52,9150,Customer_667,920.93,Cancelled,334,12,Add to Cart,52,Organic Search,7.26,0.17,5.05,Product_55
2023-05-14,Books,Asia,New,404.56,805.29,2507,Customer_497,716.78,Completed,291,19,Visit,24,Organic Search,3.97,0.93,3.79,Product_44
2023-04-02,Books,Asia,Returning,926.47,458.64,3477,Customer_834,488.48,Pending,216,28,Add to Cart,52,Direct,1.28,0.74,6.73,Product_13
2023-05-11,Clothing,South America,New,275.89,835.45,8971,Customer_321,230.77,Pending,255,31,Purchase,12,Organic Search,9.03,0.19,5.05,Product_77
2023-01-26,Toys,South America,New,741.73,603.54,7555,Customer_851,373.2,Pending,435,33,Visit,28,Organic Search,5.54,0.48,4.42,Product_30
2023-05-13,Electronics,Europe,New,918.99,635.56,4628,Customer_766,405.35,Cancelled,312,5,Add to Cart,15,Referral,3.03,0.55,4.07,Product_38
2023-04-09,Home & Kitchen,Asia,New,992.91,411.76,8952,Customer_580,287.52,Pending,59,32,Purchase,24,Paid Ads,8.55,0.81,2.11,Product_36
2023-01-16,Toys,Europe,Returning,859.86,618.27,2391,Customer_374,276.01,Cancelled,450,32,Visit,89,Referral,2.08,0.32,8.08,Product_99
2023-04-02,Electronics,Europe,New,634.72,377.44,9715,Customer_793,928.55,Pending,301,23,Purchase,32,Organic Search,5.5,0.5,4.34,Product_15
2023-05-04,Toys,Asia,New,256.74,544.52,4103,Customer_712,303.43,Completed,317,39,Visit,38,Direct,8.3,0.3,3.49,Product_82
2023-03-24,Electronics,Europe,New,55.42,714.37,8199,Customer_136,86.93,Cancelled,446,45,Purchase,11,Social Media,6.34,0.49,4.26,Product_19
2023-01-07,Clothing,Asia,New,70.42,311.78,3406,Customer_751,886.55,Completed,473,50,Add to Cart,52,Paid Ads,4.01,0.73,2.17,Product_36
2023-04-29,Electronics,Asia,New,687.86,823.43,1597,Customer_566,53.46,Completed,155,31,Visit,8,Organic Search,3.34,0.16,8.48,Product_81
2023-03-07,Toys,Australia,Returning,683.42,218.24,4239,Customer_46,304.16,Cancelled,423,12,Visit,6,Organic Search,2.77,0.87,7.33,Product_2
2023-01-19,Home & Kitchen,Europe,Returning,173.67,762.11,5518,Customer_103,410.22,Pending,126,17,Visit,28,Social Media,5.99,0.07,3.74,Product_15
2023-02-15,Electronics,North America,Returning,761.26,10.89,2405,Customer_633,98.56,Pending,304,23,Purchase,93,Paid Ads,3.93,0.58,2.94,Product_57
2023-04-14,Electronics,Asia,Returning,33.08,967.22,9031,Customer_217,516.33,Completed,166,17,Visit,30,Referral,8.08,0.78,4.1,Product_2
2023-02-06,Clothing,South America,New,251.74,279.79,3287,Customer_961,18.47,Cancelled,448,17,Visit,14,Organic Search,5.39,0.37,9.78,Product_12
2023-02-27,Books,South America,Returning,217.94,125.74,3157,Customer_381,267.06,Completed,262,34,Visit,96,Referral,4.38,0.57,5.82,Product_76
2023-03-06,Clothing,Europe,Returning,314.64,848.62,4959,Customer_394,632.06,Pending,174,41,Visit,69,Organic Search,2.03,0.36,5.48,Product_95
2023-03-18,Toys,Asia,New,285.94,452.1,8446,Customer_245,992.45,Completed,482,12,Add to Cart,42,Social Media,7.72,0.8,4.18,Product_27
2023-03-11,Books,North America,New,952.62,895.03,4391,Customer_524,100.08,Pending,383,46,Visit,52,Social Media,3.52,0.06,6.54,Product_20
2023-04-27,Electronics,Australia,New,687.24,813.32,4908,Customer_831,831.82,Pending,280,7,Visit,57,Organic Search,6.21,0.24,8.44,Product_88
2023-03-17,Electronics,South America,Returning,451.69,825.09,7405,Customer_679,537.09,Completed,80,46,Visit,23,Social Media,1.83,0.37,3.98,Product_10
2023-05-03,Clothing,Asia,New,634.6,652.4,6890,Customer_962,778.66,Completed,274,4,Visit,68,Social Media,2.6,0.33,9.69,Product_5
2023-04-20,Electronics,Asia,Returning,745.02,502.95,6702,Customer_475,351.28,Completed,483,33,Visit,83,Referral,8.12,0.26,2.38,Product_72
2023-05-24,Clothing,South America,New,357.11,223.62,9865,Customer_725,67.85,Completed,311,5,Purchase,81,Organic Search,9.83,0.51,3.96,Product_34
2023-01-16,Clothing,Australia,New,380.1,931.28,3178,Customer_859,57.06,Cancelled,353,40,Add to Cart,36,Direct,8.55,0.58,8.47,Product_44
2023-03-18,Clothing,North America,New,711.13,124.46,3926,Customer_602,166.48,Completed,238,49,Visit,45,Social Media,2.68,0.11,5.52,Product_51
2023-02-03,Clothing,Asia,New,984.96,181.71,9477,Customer_519,11.91,Cancelled,242,4,Purchase,59,Social Media,4.54,0.26,7.02,Product_46
2023-04-28,Home & Kitchen,North America,Returning,648.63,114.38,1821,Customer_28,403.9,Completed,181,44,Purchase,21,Referral,1.97,0.29,6.89,Product_6
2023-04-07,Clothing,Asia,Returning,158.49,836.55,1408,Customer_112,443.54,Cancelled,465,41,Add to Cart,19,Referral,5.51,0.42,1.14,Product_90
2023-02-08,Electronics,North America,Returning,682.01,137.41,3714,Customer_342,495.0,Cancelled,311,35,Add to Cart,74,Direct,1.01,0.76,4.68,Product_53
2023-03-13,Electronics,South America,Returning,825.75,350.31,7892,Customer_383,730.98,Pending,289,9,Visit,91,Organic Search,8.66,0.13,3.42,Product_55
2023-05-21,Clothing,South America,New,417.71,694.18,6478,Customer_367,145.58,Pending,114,23,Add to Cart,78,Organic Search,7.1,0.19,8.06,Product_43
2023-04-10,Home & Kitchen,Asia,New,552.96,108.32,3082,Customer_195,589.15,Cancelled,100,25,Add to Cart,34,Paid Ads,4.33,0.46,9.09,Product_18
2023-02-27,Home & Kitchen,Australia,New,12.63,887.31,8700,Customer_484,264.66,Completed,144,8,Visit,48,Direct,9.11,0.67,7.44,Product_64
2023-02-02,Toys,South America,Returning,387.82,407.43,8255,Customer_737,325.57,Pending,196,25,Visit,53,Organic Search,6.16,0.1,1.38,Product_29
2023-02-07,Home & Kitchen,Europe,New,437.77,718.15,5152,Customer_305,388.05,Cancelled,88,19,Purchase,62,Organic Search,2.1,0.93,7.82,Product_21
2023-02-25,Toys,Europe,New,613.68,240.16,8243,Customer_396,663.25,Cancelled,119,26,Purchase,21,Direct,5.15,0.42,4.64,Product_86
2023-04-10,Books,Australia,New,736.87,939.91,2472,Customer_339,700.99,Cancelled,300,28,Purchase,100,Social Media,1.4,0.87,3.57,Product_22
2023-03-13,Books,South America,New,679.61,871.51,2006,Customer_39,845.18,Pending,248,18,Visit,92,Paid Ads,7.97,1.0,2.83,Product_23
2023-03-23,Electronics,Europe,New,511.09,561.5,7183,Customer_482,974.61,Pending,341,18,Add to Cart,61,Direct,3.33,0.15,1.06,Product_50
2023-04-24,Home & Kitchen,Asia,Returning,537.16,303.19,4303,Customer_209,476.85,Completed,91,28,Add to Cart,4,Direct,3.34,0.03,4.91,Product_12
2023-02-18,Clothing,Asia,New,542.49,976.7,7161,Customer_865,324.75,Completed,183,5,Add to Cart,25,Paid Ads,6.77,0.98,6.81,Product_75
2023-02-03,Electronics,Asia,Returning,876.81,491.94,6527,Customer_727,553.27,Pending,452,1,Purchase,59,Organic Search,3.55,0.95,5.68,Product_30
2023-01-08,Clothing,North America,New,892.32,285.34,4275,Customer_39,324.84,Completed,308,23,Add to Cart,97,Organic Search,5.26,0.68,7.09,Product_100
2023-01-26,Books,South America,Returning,412.27,539.31,3204,Customer_187,986.53,Pending,333,19,Purchase,31,Paid Ads,6.13,0.22,1.38,Product_55
2023-03-30,Toys,North America,Returning,494.81,709.5,1116,Customer_978,309.35,Completed,465,35,Visit,73,Organic Search,5.29,0.98,3.19,Product_32
2023-01-04,Books,Europe,Returning,493.2,395.18,5031,Customer_679,161.47,Cancelled,295,23,Visit,12,Paid Ads,1.02,0.76,7.48,Product_100
2023-04-11,Home & Kitchen,South America,New,793.31,184.04,1771,Customer_456,429.12,Cancelled,374,24,Add to Cart,91,Paid Ads,9.67,0.59,1.13,Product_67
2023-05-20,Clothing,Europe,New,566.87,380.31,3747,Customer_823,379.36,Cancelled,198,27,Add to Cart,2,Referral,8.36,0.8,9.14,Product_56
2023-05-24,Clothing,Europe,New,909.57,210.38,8103,Customer_967,599.98,Pending,290,37,Visit,22,Organic Search,1.36,0.68,9.22,Product_50
2023-01-19,Books,South America,New,628.84,699.04,7689,Customer_908,94.47,Pending,424,38,Visit,46,Paid Ads,6.23,0.55,7.21,Product_38
2023-02-24,Books,North America,Returning,154.13,740.33,6902,Customer_703,528.19,Pending,68,36,Visit,52,Paid Ads,5.44,0.45,1.75,Product_3
2023-02-23,Books,Asia,Returning,724.71,34.39,6423,Customer_476,977.64,Pending,430,29,Add to Cart,48,Paid Ads,9.67,0.46,4.98,Product_23
2023-04-11,Books,Asia,New,885.37,334.65,4865,Customer_259,775.32,Pending,304,41,Visit,97,Paid Ads,8.57,0.6,2.04,Product_84
2023-02-03,Clothing,Australia,Returning,189.41,223.69,8385,Customer_276,213.27,Pending,65,12,Add to Cart,84,Direct,9.36,0.15,2.44,Product_5
2023-02-16,Clothing,North America,Returning,852.27,647.77,2716,Customer_701,587.81,Completed,195,21,Visit,55,Social Media,6.35,0.62,7.26,Product_79
2023-05-14,Electronics,Europe,New,937.57,108.0,1696,Customer_513,892.05,Cancelled,362,20,Purchase,12,Organic Search,2.41,0.35,4.41,Product_21
2023-04-20,Books,Australia,Returning,696.54,897.14,7967,Customer_323,261.27,Cancelled,490,11,Purchase,96,Paid Ads,1.57,0.05,3.77,Product_12
2023-03-22,Home & Kitchen,Australia,New,232.37,456.17,1609,Customer_704,729.54,Cancelled,447,49,Visit,24,Paid Ads,9.46,0.76,4.62,Product_64
2023-03-04,Books,Australia,Returning,427.04,657.73,8113,Customer_630,835.63,Cancelled,341,31,Purchase,90,Paid Ads,5.36,0.58,9.71,Product_12
2023-01-22,Home & Kitchen,Asia,New,648.39,911.28,9489,Customer_83,165.92,Cancelled,452,45,Visit,9,Direct,6.82,0.37,5.78,Product_76
2023-03-19,Electronics,Australia,New,404.75,450.48,6757,Customer_158,931.24,Pending,257,7,Add to Cart,94,Organic Search,8.19,0.8,1.39,Product_43
2023-04-22,Electronics,Europe,New,491.92,359.13,6298,Customer_432,702.15,Completed,57,2,Add to Cart,4,Referral,4.47,0.21,9.58,Product_8
2023-04-21,Clothing,Europe,Returning,362.67,366.87,1295,Customer_839,37.27,Pending,307,26,Visit,75,Direct,4.16,0.42,2.5,Product_32
2023-04-02,Books,Europe,Returning,30.54,88.95,6326,Customer_51,268.8,Pending,232,12,Visit,75,Social Media,4.19,0.45,4.28,Product_88
2023-03-26,Books,South America,Returning,559.09,434.22,6769,Customer_536,116.21,Cancelled,225,27,Purchase,40,Social Media,5.37,0.11,7.91,Product_22
2023-03-20,Home & Kitchen,North America,New,761.22,539.25,5470,Customer_200,863.72,Completed,466,43,Purchase,12,Direct,2.12,0.32,6.3,Product_17
2023-04-05,Electronics,Europe,Returning,755.44,818.24,5606,Customer_382,555.44,Completed,111,3,Visit,67,Referral,2.49,0.17,5.37,Product_16
2023-04-23,Books,South America,New,388.05,575.91,4389,Customer_691,325.73,Completed,107,35,Purchase,28,Direct,2.51,0.19,8.33,Product_70
2023-04-17,Clothing,Asia,New,687.6,56.81,7450,Customer_711,85.63,Pending,117,35,Purchase,29,Organic Search,5.01,0.39,9.52,Product_44
2023-05-21,Toys,South America,Returning,249.76,747.79,5068,Customer_555,977.17,Pending,318,20,Purchase,36,Organic Search,7.03,0.89,1.53,Product_23
2023-02-18,Books,South America,Returning,476.64,434.36,8180,Customer_424,778.34,Completed,398,47,Visit,6,Referral,1.04,0.66,1.39,Product_85
2023-01-12,Electronics,Europe,New,86.56,677.19,7495,Customer_684,12.92,Completed,79,11,Purchase,60,Organic Search,6.16,0.78,5.84,Product_85
2023-05-13,Clothing,North America,Returning,859.72,200.73,5464,Customer_444,969.37,Pending,104,30,Purchase,9,Direct,9.72,0.76,7.61,Product_42
2023-03-04,Home & Kitchen,Asia,Returning,727.81,36.54,5590,Customer_178,32.48,Pending,268,36,Add to Cart,38,Social Media,3.29,0.18,9.77,Product_80
2023-02-26,Books,South America,Returning,450.47,384.35,4616,Customer_874,583.15,Pending,121,43,Purchase,50,Paid Ads,8.75,0.44,5.36,Product_50
2023-04-22,Clothing,Europe,New,433.01,406.52,4620,Customer_818,815.89,Completed,350,16,Visit,88,Organic Search,8.35,0.28,2.14,Product_17
2023-01-20,Electronics,Australia,New,804.19,651.18,1455,Customer_952,911.38,Completed,213,14,Add to Cart,90,Organic Search,7.91,0.21,8.69,Product_71
2023-05-01,Electronics,South America,New,388.9,95.32,5972,Customer_748,880.61,Completed,417,50,Visit,30,Direct,1.03,0.17,6.27,Product_15
2023-05-07,Toys,Australia,Returning,420.12,90.45,8900,Customer_66,992.38,Pending,413,32,Add to Cart,95,Organic Search,4.92,0.77,3.71,Product_10
2023-03-09,Home & Kitchen,Asia,New,939.0,408.8,6173,Customer_76,21.59,Completed,379,8,Visit,31,Paid Ads,7.19,0.06,2.6,Product_80
2023-05-18,Electronics,South America,New,165.87,944.55,3705,Customer_137,341.03,Pending,87,31,Visit,82,Direct,6.25,0.78,3.35,Product_94
2023-03-05,Clothing,South America,New,207.73,621.6,9985,Customer_482,587.41,Pending,136,7,Add to Cart,89,Direct,7.72,0.28,2.79,Product_47
2023-03-23,Clothing,South America,Returning,821.65,170.69,5899,Customer_670,288.86,Cancelled,177,38,Visit,77,Social Media,8.39,0.39,9.73,Product_57
2023-03-01,Toys,North America,Returning,610.01,270.9,3164,Customer_350,885.02,Completed,309,35,Add to Cart,6,Referral,5.91,0.35,6.35,Product_82
2023-04-07,Toys,Europe,Returning,78.45,700.46,4344,Customer_290,704.01,Completed,377,10,Visit,91,Social Media,5.65,0.15,7.54,Product_29
2023-04-10,Electronics,South America,New,780.9,674.16,9631,Customer_446,744.92,Cancelled,275,35,Visit,99,Referral,7.13,0.39,3.44,Product_2
2023-05-27,Toys,South America,New,421.04,308.82,3766,Customer_450,948.31,Completed,105,22,Purchase,24,Organic Search,1.55,0.85,7.02,Product_56
2023-03-23,Toys,Australia,Returning,887.2,25.79,7199,Customer_412,378.72,Pending,111,25,Add to Cart,25,Paid Ads,3.47,0.66,5.1,Product_89
2023-03-06,Toys,South America,Returning,721.52,453.05,9874,Customer_828,81.34,Pending,369,27,Add to Cart,28,Social Media,3.12,0.75,2.55,Product_56
2023-02-24,Clothing,Europe,New,498.7,451.79,4371,Customer_719,120.06,Cancelled,304,9,Visit,53,Social Media,5.55,0.07,9.43,Product_14
2023-02-06,Electronics,North America,Returning,256.82,382.37,1030,Customer_586,419.32,Pending,284,34,Purchase,9,Paid Ads,9.4,0.0,4.66,Product_76
2023-05-10,Home & Kitchen,North America,New,106.56,689.79,5411,Customer_950,602.87,Pending,459,16,Visit,37,Referral,9.85,0.58,4.13,Product_7
2023-03-14,Home & Kitchen,North America,New,545.38,615.15,5518,Customer_808,314.72,Pending,81,18,Purchase,27,Social Media,5.36,0.97,9.81,Product_53
2023-04-02,Electronics,North America,Returning,231.69,255.92,4946,Customer_589,603.84,Completed,378,16,Purchase,73,Direct,3.5,0.16,5.25,Product_45
2023-01-02,Electronics,North America,New,510.03,10.19,4830,Customer_208,664.13,Completed,131,3,Visit,64,Direct,7.57,0.59,8.29,Product_40
2023-05-15,Home & Kitchen,Europe,New,492.67,803.31,6285,Customer_737,127.35,Pending,115,32,Purchase,62,Social Media,1.17,0.14,1.14,Product_44
2023-05-22,Clothing,South America,New,596.09,320.07,5976,Customer_331,989.7,Cancelled,262,23,Visit,70,Social Media,6.43,0.69,8.41,Product_27
2023-05-03,Books,Asia,New,656.88,32.94,9058,Customer_155,219.83,Completed,395,7,Purchase,53,Social Media,5.24,0.86,4.83,Product_79
2023-03-01,Books,Asia,New,834.66,583.21,7615,Customer_223,175.86,Cancelled,51,11,Add to Cart,85,Direct,8.88,0.35,8.74,Product_88
2023-05-14,Home & Kitchen,South America,New,450.16,51.79,4235,Customer_414,213.9,Pending,171,6,Add to Cart,22,Organic Search,9.41,0.79,7.25,Product_7
2023-03-27,Electronics,Europe,New,802.01,529.14,1407,Customer_786,737.75,Completed,74,32,Purchase,93,Paid Ads,8.63,0.6,1.03,Product_62
2023-05-10,Books,North America,New,346.87,120.39,9243,Customer_686,270.13,Cancelled,354,34,Purchase,91,Referral,4.63,0.36,8.28,Product_90
2023-04-23,Books,Europe,Returning,646.56,834.28,4268,Customer_549,872.65,Completed,60,13,Visit,63,Social Media,1.45,0.81,1.78,Product_14
2023-01-25,Books,Europe,Returning,333.72,245.22,7623,Customer_300,467.14,Completed,345,48,Add to Cart,29,Social Media,7.84,0.44,9.74,Product_76
2023-02-26,Clothing,Australia,New,817.62,711.11,6863,Customer_894,431.56,Pending,374,16,Purchase,67,Social Media,1.24,0.09,6.8,Product_50
2023-02-10,Books,Europe,New,501.91,440.21,9959,Customer_9,920.33,Pending,374,25,Visit,97,Direct,4.91,0.48,3.79,Product_56
2023-04-13,Books,Australia,Returning,958.66,309.69,6569,Customer_623,941.01,Pending,458,16,Visit,89,Organic Search,5.91,0.89,8.34,Product_43
2023-04-14,Electronics,Australia,Returning,617.2,132.39,6500,Customer_732,691.63,Pending,125,26,Purchase,20,Referral,2.68,0.64,3.94,Product_37
2023-05-05,Home & Kitchen,Australia,New,96.87,557.79,5970,Customer_178,789.31,Completed,451,44,Visit,66,Social Media,9.66,0.93,7.9,Product_65
2023-01-13,Toys,Australia,New,548.13,44.26,5277,Customer_247,156.78,Cancelled,304,18,Purchase,14,Referral,3.93,0.04,6.57,Product_77
2023-02-07,Electronics,North America,New,149.65,356.72,4940,Customer_739,789.57,Cancelled,238,45,Purchase,16,Organic Search,4.23,0.18,6.98,Product_16
2023-05-23,Clothing,South America,New,301.11,842.85,2348,Customer_331,38.64,Pending,86,34,Add to Cart,52,Direct,4.49,0.68,5.57,Product_67
2023-04-22,Toys,South America,New,669.69,445.29,3539,Customer_109,813.1,Cancelled,60,31,Purchase,33,Organic Search,4.84,0.95,1.19,Product_1
2023-03-19,Home & Kitchen,North America,New,341.18,164.7,9925,Customer_963,168.63,Pending,413,9,Visit,59,Paid Ads,8.94,0.61,8.83,Product_61
2023-03-23,Toys,Asia,New,327.35,320.76,5221,Customer_261,878.87,Cancelled,184,42,Add to Cart,86,Referral,3.75,0.14,9.16,Product_91
2023-04-16,Clothing,Asia,Returning,210.36,435.49,1381,Customer_770,930.34,Completed,168,28,Purchase,31,Organic Search,1.68,0.49,9.09,Product_38
2023-05-14,Toys,Europe,Returning,506.33,561.38,6949,Customer_41,667.8,Cancelled,313,19,Add to Cart,35,Paid Ads,9.54,0.82,9.24,Product_52
2023-04-25,Electronics,Asia,New,673.54,119.93,2647,Customer_731,306.64,Cancelled,107,14,Purchase,100,Paid Ads,6.49,0.51,2.07,Product_28
2023-01-03,Home & Kitchen,North America,Returning,806.98,294.4,2569,Customer_647,586.33,Completed,348,8,Visit,95,Social Media,7.21,0.41,5.91,Product_70
2023-02-20,Electronics,Australia,New,284.41,828.95,7140,Customer_808,533.39,Cancelled,449,49,Purchase,25,Paid Ads,5.76,0.58,4.88,Product_95
2023-05-29,Electronics,South America,Returning,458.43,407.51,3681,Customer_505,496.67,Pending,349,20,Purchase,91,Paid Ads,9.02,0.52,9.08,Product_55
2023-03-31,Electronics,South America,Returning,583.7,970.15,3189,Customer_717,50.64,Completed,445,44,Add to Cart,74,Paid Ads,4.05,0.83,1.11,Product_84
